Age_range,Metrics,Value
>720,stars,18400
>720,size,151442
>720,AutoML-functions,6
>720,unique-functions,3
>720,AutoML-tools,3
0-90,commits,1
0-90,stars,0
0-90,size,15604
0-90,AutoML-functions,5
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,3
0-90,stars,0
0-90,size,89
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,5
0-90,stars,6
0-90,size,104
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,195
0-90,stars,0
0-90,size,208
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,7
0-90,stars,0
0-90,size,128
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
541-630,commits,63
541-630,stars,1
541-630,size,58039
541-630,AutoML-functions,0
541-630,unique-functions,0
541-630,AutoML-tools,0
361-450,commits,45
361-450,stars,0
361-450,size,83091
361-450,AutoML-functions,1
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,18
0-90,stars,1
0-90,size,1172
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,0
0-90,size,1403
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,6
0-90,stars,0
0-90,size,1301
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,925
0-90,stars,0
0-90,size,2494
0-90,AutoML-functions,10
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,30814
0-90,AutoML-functions,10
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,1
0-90,size,12105
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
361-450,commits,6
361-450,stars,40
361-450,size,1027
361-450,AutoML-functions,1
361-450,unique-functions,1
361-450,AutoML-tools,1
>720,commits,340
>720,stars,15
>720,size,482073
>720,AutoML-functions,4
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,18
0-90,stars,7
0-90,size,81080
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,44
91-180,stars,0
91-180,size,52260
91-180,AutoML-functions,19
91-180,unique-functions,2
91-180,AutoML-tools,2
541-630,commits,2
541-630,stars,2
541-630,size,120
541-630,AutoML-functions,3
541-630,unique-functions,1
541-630,AutoML-tools,1
0-90,commits,1
0-90,stars,0
0-90,size,1070
0-90,AutoML-functions,16
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,1055
0-90,AutoML-functions,20
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,5
0-90,stars,2
0-90,size,9124
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,6
271-360,stars,1
271-360,size,257523
271-360,AutoML-functions,0
271-360,unique-functions,0
271-360,AutoML-tools,0
541-630,commits,115
541-630,stars,0
541-630,size,507
541-630,AutoML-functions,6
541-630,unique-functions,1
541-630,AutoML-tools,1
0-90,commits,5
0-90,stars,3
0-90,size,9615
0-90,AutoML-functions,6
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,267
271-360,stars,1
271-360,size,11780
271-360,AutoML-functions,3
271-360,unique-functions,2
271-360,AutoML-tools,2
91-180,commits,124
91-180,stars,1
91-180,size,23844
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,8
0-90,stars,13
0-90,size,71922
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
181-270,commits,14
181-270,stars,1
181-270,size,80631
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,3
0-90,stars,0
0-90,size,63413
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,179
0-90,stars,1
0-90,size,255
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,53
271-360,stars,2
271-360,size,77628
271-360,AutoML-functions,2
271-360,unique-functions,1
271-360,AutoML-tools,1
181-270,commits,9
181-270,stars,0
181-270,size,1217
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
181-270,commits,44
181-270,stars,0
181-270,size,13971
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,10
0-90,stars,0
0-90,size,1980
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,1194
>720,stars,5973
>720,size,6062
>720,AutoML-functions,23
>720,unique-functions,1
>720,AutoML-tools,1
271-360,commits,6
271-360,stars,5
271-360,size,389
271-360,AutoML-functions,1
271-360,unique-functions,1
271-360,AutoML-tools,1
91-180,commits,42
91-180,stars,2
91-180,size,28971
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
>720,commits,33
>720,stars,4
>720,size,169983
>720,AutoML-functions,2
>720,unique-functions,1
>720,AutoML-tools,1
451-540,commits,513
451-540,stars,25
451-540,size,583117
451-540,AutoML-functions,1
451-540,unique-functions,1
451-540,AutoML-tools,1
91-180,commits,19
91-180,stars,1
91-180,size,8364
91-180,AutoML-functions,2
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,1
0-90,stars,1
0-90,size,16935
0-90,AutoML-functions,3
0-90,unique-functions,2
0-90,AutoML-tools,2
91-180,commits,513
91-180,stars,0
91-180,size,582234
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,8
0-90,stars,1
0-90,size,13960
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,5582
>720,stars,2813
>720,size,159764
>720,AutoML-functions,2
>720,unique-functions,1
>720,AutoML-tools,1
91-180,commits,4
91-180,stars,1
91-180,size,1557
91-180,AutoML-functions,8
91-180,unique-functions,1
91-180,AutoML-tools,1
>720,commits,315
>720,stars,2
>720,size,267242
>720,AutoML-functions,2
>720,unique-functions,2
>720,AutoML-tools,2
181-270,commits,96
181-270,stars,12
181-270,size,27511
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,1566
0-90,stars,0
0-90,size,39073
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,5
0-90,stars,4
0-90,size,184
0-90,AutoML-functions,3
0-90,unique-functions,2
0-90,AutoML-tools,2
181-270,commits,90
181-270,stars,78
181-270,size,280
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,25
0-90,stars,0
0-90,size,31
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,518
>720,stars,17
>720,size,562
>720,AutoML-functions,6
>720,unique-functions,2
>720,AutoML-tools,2
361-450,commits,76
361-450,stars,1
361-450,size,1037
361-450,AutoML-functions,3
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,17
0-90,stars,1
0-90,size,39820
0-90,AutoML-functions,5
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,8
0-90,stars,0
0-90,size,10768
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,6
0-90,stars,3
0-90,size,5531
0-90,AutoML-functions,3
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,3
0-90,stars,3
0-90,size,29178
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
361-450,commits,167
361-450,stars,9
361-450,size,3062732
361-450,AutoML-functions,1
361-450,unique-functions,1
361-450,AutoML-tools,1
271-360,commits,304
271-360,stars,0
271-360,size,1162
271-360,AutoML-functions,4
271-360,unique-functions,2
271-360,AutoML-tools,2
91-180,commits,34
91-180,stars,0
91-180,size,1193
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,32
0-90,stars,0
0-90,size,113
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,9
0-90,stars,2
0-90,size,47
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,21
0-90,stars,1
0-90,size,33318
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,190
>720,stars,1283
>720,size,2091
>720,AutoML-functions,8
>720,unique-functions,2
>720,AutoML-tools,2
>720,commits,397
>720,stars,1
>720,size,20214
>720,AutoML-functions,1
>720,unique-functions,1
>720,AutoML-tools,1
181-270,commits,31
181-270,stars,0
181-270,size,18771
181-270,AutoML-functions,2
181-270,unique-functions,1
181-270,AutoML-tools,1
>720,commits,8
>720,stars,0
>720,size,34
>720,AutoML-functions,1
>720,unique-functions,1
>720,AutoML-tools,1
>720,commits,105
>720,stars,133
>720,size,1096
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
181-270,commits,42
181-270,stars,0
181-270,size,115916
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
271-360,commits,79
271-360,stars,0
271-360,size,107
271-360,AutoML-functions,1
271-360,unique-functions,1
271-360,AutoML-tools,1
0-90,commits,4
0-90,stars,0
0-90,size,388
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
181-270,commits,30
181-270,stars,8
181-270,size,72
181-270,AutoML-functions,7
181-270,unique-functions,2
181-270,AutoML-tools,2
91-180,commits,6
91-180,stars,0
91-180,size,4324
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
181-270,commits,28
181-270,stars,93
181-270,size,249
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,26
0-90,stars,0
0-90,size,150
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,33
0-90,stars,1
0-90,size,256
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
451-540,commits,24
451-540,stars,0
451-540,size,5051
451-540,AutoML-functions,0
451-540,unique-functions,0
451-540,AutoML-tools,0
0-90,commits,1
0-90,stars,0
0-90,size,425
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,1
0-90,stars,1
0-90,size,47
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
541-630,commits,1292
541-630,stars,4
541-630,size,156970
541-630,AutoML-functions,2
541-630,unique-functions,1
541-630,AutoML-tools,1
361-450,commits,188
361-450,stars,0
361-450,size,317835
361-450,AutoML-functions,2
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,10
0-90,stars,0
0-90,size,825
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,7
0-90,stars,2
0-90,size,6369
0-90,AutoML-functions,4
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,30
0-90,stars,0
0-90,size,229
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,333
91-180,stars,0
91-180,size,1454
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,16
0-90,stars,0
0-90,size,59448
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,1
0-90,stars,2
0-90,size,9468
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
91-180,commits,16
91-180,stars,0
91-180,size,709733
91-180,AutoML-functions,3
91-180,unique-functions,2
91-180,AutoML-tools,2
0-90,commits,31
0-90,stars,17
0-90,size,354
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,26
271-360,stars,0
271-360,size,8973
271-360,AutoML-functions,2
271-360,unique-functions,1
271-360,AutoML-tools,1
0-90,commits,1238
0-90,stars,17
0-90,size,3210791
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
451-540,commits,74
451-540,stars,0
451-540,size,1971324
451-540,AutoML-functions,2
451-540,unique-functions,1
451-540,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,522
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,1828
0-90,stars,0
0-90,size,39480
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,1
0-90,stars,0
0-90,size,6376
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,16
0-90,stars,1
0-90,size,727
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,7
0-90,stars,0
0-90,size,6133
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
631-720,commits,334
631-720,stars,15
631-720,size,1457
631-720,AutoML-functions,1
631-720,unique-functions,1
631-720,AutoML-tools,1
0-90,commits,1
0-90,stars,0
0-90,size,266
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,4
0-90,stars,0
0-90,size,6924
0-90,AutoML-functions,4
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,17
0-90,stars,0
0-90,size,417
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,109
0-90,stars,2
0-90,size,267559
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,42
>720,stars,26
>720,size,4073
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
631-720,commits,48
631-720,stars,1
631-720,size,19925
631-720,AutoML-functions,12
631-720,unique-functions,1
631-720,AutoML-tools,1
0-90,commits,11799
0-90,stars,1
0-90,size,51293
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,96
271-360,stars,0
271-360,size,10947
271-360,AutoML-functions,1
271-360,unique-functions,1
271-360,AutoML-tools,1
>720,commits,38
>720,stars,0
>720,size,13397
>720,AutoML-functions,4
>720,unique-functions,2
>720,AutoML-tools,2
181-270,commits,32
181-270,stars,1
181-270,size,54
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,1
0-90,stars,5
0-90,size,3
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,44
0-90,stars,14
0-90,size,4433
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
631-720,commits,40
631-720,stars,108
631-720,size,5888
631-720,AutoML-functions,6
631-720,unique-functions,2
631-720,AutoML-tools,2
271-360,commits,62
271-360,stars,8
271-360,size,372
271-360,AutoML-functions,2
271-360,unique-functions,2
271-360,AutoML-tools,2
0-90,commits,191
0-90,stars,0
0-90,size,33036
0-90,AutoML-functions,20
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,58
0-90,stars,0
0-90,size,740
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,12
0-90,stars,0
0-90,size,916
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,8783
181-270,stars,4
181-270,size,51281
181-270,AutoML-functions,9
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,1
0-90,stars,0
0-90,size,6671
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,3
0-90,stars,0
0-90,size,16
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
631-720,commits,12
631-720,stars,2
631-720,size,6938
631-720,AutoML-functions,2
631-720,unique-functions,2
631-720,AutoML-tools,2
0-90,commits,19
0-90,stars,1
0-90,size,6083
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
361-450,commits,277
361-450,stars,5
361-450,size,159
361-450,AutoML-functions,1
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,2
0-90,stars,1
0-90,size,1180
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,6
0-90,stars,1
0-90,size,6001
0-90,AutoML-functions,5
0-90,unique-functions,2
0-90,AutoML-tools,2
91-180,commits,41
91-180,stars,42
91-180,size,540
91-180,AutoML-functions,10
91-180,unique-functions,1
91-180,AutoML-tools,1
181-270,commits,112
181-270,stars,0
181-270,size,181
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
271-360,commits,13
271-360,stars,34
271-360,size,38852
271-360,AutoML-functions,1
271-360,unique-functions,1
271-360,AutoML-tools,1
541-630,commits,99
541-630,stars,0
541-630,size,5464
541-630,AutoML-functions,1
541-630,unique-functions,1
541-630,AutoML-tools,1
181-270,commits,605
181-270,stars,15
181-270,size,22499
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
361-450,commits,119
361-450,stars,0
361-450,size,154768
361-450,AutoML-functions,1
361-450,unique-functions,1
361-450,AutoML-tools,1
>720,commits,15
>720,stars,0
>720,size,1194
>720,AutoML-functions,3
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,10
0-90,stars,0
0-90,size,4819
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,5
0-90,size,660
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,4
0-90,stars,0
0-90,size,22665
0-90,AutoML-functions,3
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,12799
0-90,stars,0
0-90,size,46436
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,3
0-90,stars,0
0-90,size,42803
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,1
0-90,stars,70
0-90,size,12234
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
361-450,commits,28
361-450,stars,14
361-450,size,354
361-450,AutoML-functions,3
361-450,unique-functions,2
361-450,AutoML-tools,2
91-180,commits,56
91-180,stars,24
91-180,size,16294
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,16
0-90,stars,0
0-90,size,20434
0-90,AutoML-functions,7
0-90,unique-functions,3
0-90,AutoML-tools,3
0-90,commits,428
0-90,stars,1
0-90,size,898
0-90,AutoML-functions,6
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,15
0-90,stars,3
0-90,size,408
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
91-180,commits,14
91-180,stars,5
91-180,size,35788
91-180,AutoML-functions,4
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,22
0-90,stars,0
0-90,size,42387
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,727
>720,stars,14
>720,size,23994
>720,AutoML-functions,1
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,5
0-90,stars,0
0-90,size,803
0-90,AutoML-functions,6
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,59
0-90,stars,2
0-90,size,77
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,3
0-90,stars,1
0-90,size,6270
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,7
0-90,stars,3
0-90,size,155650
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,18
91-180,stars,0
91-180,size,209
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
91-180,commits,184
91-180,stars,5
91-180,size,74606
91-180,AutoML-functions,2
91-180,unique-functions,2
91-180,AutoML-tools,2
91-180,commits,62
91-180,stars,0
91-180,size,3892
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
631-720,commits,297
631-720,stars,0
631-720,size,133741
